1334905016533	0,0930
1334905017541	0,4023
1334905018542	0,1870
1334905020072	0,2549
1334905021075	0,5598
1334905022088	0,1232
1334905023103	0,0461
1334905024104	0,0468
1334905025105	0,0467
1334905026107	0,0467
1334905027108	0,0312
1334905028110	0,0312
1334905029115	0,0466
1334905030117	0,0467
1334905031121	0,0311
1334905032166	0,0597
1334905033167	0,0623
1334905034175	0,0619
1334905035176	0,0312
1334905036178	0,0623
1334905037181	0,0311
1334905038200	0,0306
1334905039202	0,0623
1334905040204	0,0311
1334905041252	0,0298
1334905042254	0,0311
1334905043302	0,0447
1334905044304	0,0311
1334905045308	0,0311
1334905046309	0,0000
1334905047312	0,0000
1334905048355	0,0150
1334905049359	0,0155
1334905050361	0,0623
1334905051405	0,0299
1334905052406	0,0156
1334905053410	0,0155
1334905054412	0,0311
1334905055414	0,0311
1334905056455	0,0300
1334905057457	0,0467
1334905058461	0,0311
1334905059463	0,0311
1334905060467	0,0311
1334905061505	0,0301
1334905062509	0,0311
1334905063512	0,0311
1334905064520	0,0155
1334905065530	0,0154
1334905066558	0,0304
1334905067560	0,0311
1334905068563	0,0311
1334905069571	0,0464
1334905070574	0,0311
1334905071575	0,0312
1334905072578	0,0156
1334905073584	0,0310
1334905074591	0,0155
1334905075609	0,0306
1334905076611	0,0311
1334905077634	0,0305
1334905078635	0,0156
1334905079637	0,0311
1334905080641	0,0311
1334905081642	0,0156
1334905082662	0,0306
1334905083664	0,0311
1334905084672	0,0310
1334905085675	0,0311
1334905086694	0,0306
1334905087698	0,0155
1334905088703	0,0155
1334905089704	0,0468
1334905090705	0,0312
1334905091714	0,0309
1334905092727	0,0154
1334905093744	0,0307
1334905094749	0,0310
1334905095752	0,0311
1334905096756	0,0155
1334905097767	0,0309
1334905098768	0,0468
1334905099769	0,0312
1334905100772	0,0156
1334905101780	0,0310
1334905102798	0,0306
1334905103806	0,0155
1334905104811	0,0310
1334905105828	0,0307
1334905106833	0,0310
1334905107851	0,0153
1334905108853	0,0000
1334905109854	0,0156
1334905110872	0,0306
1334905111873	0,0000
1334905112874	0,0000
1334905113890	0,0307
1334905114901	0,0154
1334905115906	0,0155
1334905116907	0,0312
1334905117908	0,0312
1334905118909	0,0156
1334905119910	0,0156
1334905120911	0,0312
1334905121912	0,0312
1334905122913	0,0312
1334905123914	0,0312
1334905124915	0,0156
1334905125926	0,0154
1334905126930	0,0155
1334905127943	0,0154
1334905128944	0,0312
1334905129945	0,0312
1334905130946	0,0312
1334905131947	0,0312
1334905132953	0,0155
1334905133972	0,0306
1334905134973	0,0312
1334905135975	0,0623
1334905136989	0,0154
1334905137990	0,0156
1334905138996	0,0155
1334905139999	0,0311
1334905141003	0,0155
1334905142005	0,0311
1334905143027	0,0153
1334905144030	0,0311
1334905145039	0,0155
1334905146040	0,0156
1334905147049	0,0000
1334905148054	0,0155
1334905149055	0,0312
1334905150057	0,0468
1334905151081	0,0152
1334905152082	0,0312
1334905153083	0,0312
1334905154090	0,0310
1334905155091	0,0312
1334905156092	0,0311
1334905157106	0,0308
1334905158109	0,0156
1334905159110	0,0000
1334905160111	0,0156
1334905161134	0,0305
1334905162135	0,0468
1334905163136	0,0156
1334905164147	0,0309
1334905165148	0,0156
1334905166149	0,0312
1334905167156	0,0310
1334905168158	0,0156
1334905169159	0,0156
1334905170160	0,0312
1334905171161	0,0312
1334905172162	0,0312
1334905173163	0,0312
1334905174164	0,0156
1334905175170	0,0155
1334905176195	0,0000
1334905177196	0,0312
1334905178202	0,0310
1334905179203	0,0156
1334905180204	0,0000
1334905181205	0,0156
1334905182221	0,0154
1334905183224	0,0311
1334905184249	0,1065
1334905185251	0,0312
1334905186256	0,0155
1334905187272	0,0154
1334905188273	0,0312
1334905189276	0,0156
1334905190277	0,0312
1334905191306	0,0152
1334905192307	0,0156
1334905193308	0,0156
1334905194325	0,0307
1334905195326	0,0156
1334905196327	0,0156
1334905197357	0,0303
1334905198358	0,0312
1334905199359	0,0156
1334905200375	0,0154
1334905201376	0,0156
1334905202378	0,0156
1334905203408	0,0151
1334905204409	0,0312
1334905205411	0,0156
1334905206426	0,0000
1334905207428	0,0156
1334905208458	0,0303
1334905209459	0,0156
1334905210461	0,0156
1334905211463	0,0156
1334905212464	0,0156
1334905213476	0,0000
1334905214477	0,0156
1334905215478	0,0156
1334905216509	0,0303
1334905217511	0,0156
1334905218514	0,0156
1334905219516	0,0000
1334905220529	0,0308
1334905221540	0,0309
1334905222561	0,0306
1334905223562	0,0156
1334905224567	0,0155
1334905225581	0,0000
1334905226590	0,0155
1334905227611	0,0306
1334905228612	0,0312
1334905229613	0,0312
1334905230617	0,0311
1334905231631	0,0462
1334905232640	0,0464
1334905233641	0,0312
1334905234662	0,0306
1334905235663	0,0312
1334905236667	0,0311
1334905237682	0,0308
1334905238683	0,0312
1334905239684	0,0156
1334905240693	0,0155
1334905241694	0,0312
1334905242695	0,0156
1334905243696	0,0156
1334905244697	0,0312
1334905245713	0,0307
1334905246714	0,0156
1334905247715	0,0312
1334905248716	0,0312
1334905249718	0,0156
1334905250719	0,0312
1334905251720	0,0156
1334905252732	0,0154
1334905253748	0,0307
1334905254754	0,0310
1334905255764	0,0155
1334905256765	0,0312
1334905257766	0,0000
1334905258767	0,0312
1334905259768	0,0312
1334905260769	0,0312
1334905261772	0,0311
1334905262783	0,0154
1334905263784	0,0312
1334905264785	0,0156
1334905265799	0,0154
1334905266800	0,0312
1334905267801	0,0156
1334905268805	0,0311
1334905269814	0,0309
1334905270818	0,0311
1334905271819	0,0312
1334905272827	0,0155
1334905273830	0,0311
1334905274832	0,0156
1334905275833	0,0156
1334905276839	0,0310
1334905277852	0,0462
1334905278856	0,0311
1334905279865	0,0155
1334905280869	0,0155
1334905281870	0,0156
1334905282874	0,0311
1334905283891	0,0153
1334905284904	0,0308
1334905285907	0,0311
1334905286915	0,0155
1334905287919	0,0311
1334905288924	0,0155
1334905289926	0,0312
1334905290930	0,0311
1334905291943	0,0154
1334905292955	0,0154
1334905293958	0,0311
1334905294966	0,0155
1334905295970	0,0311
1334905296980	0,0154
1334905297993	0,0308
1334905299005	0,0308
1334905300006	0,0312
1334905301008	0,0311
1334905302016	0,0155
1334905303020	0,0311
1334905304030	0,0154
1334905305031	0,0312
1334905306052	0,0153
1334905307057	0,0155
1334905308059	0,0468
1334905309060	0,0156
1334905310065	0,0155
1334905311066	0,0312
1334905312069	0,0156
1334905313070	0,0312
1334905314072	0,0311
1334905315076	0,0155
1334905316089	0,0308
1334905317116	0,0152
1334905318121	0,0310
1334905319122	0,0156
1334905320123	0,0156
1334905321129	0,0310
1334905322130	0,0156
1334905323131	0,0156
1334905324132	0,0312
1334905325134	0,0312
1334905326135	0,0312
1334905327144	0,0309
1334905328145	0,0312
1334905329146	0,0312
1334905330164	0,0306
1334905331168	0,0155
1334905332169	0,0623
1334905333170	0,0156
1334905334171	0,0468
1334905335178	0,0155
1334905336179	0,0312
1334905337182	0,0311
1334905338195	0,0154
1334905339197	0,0312
1334905340199	0,0156
1334905341200	0,0156
1334905342201	0,0156
1334905343203	0,0156
1334905344205	0,0311
1334905345234	0,0000
1334905346235	0,0156
1334905347240	0,0310
1334905348243	0,0311
1334905349244	0,0156
1334905350248	0,0155
1334905351249	0,0312
1334905352250	0,0312
1334905353260	0,0309
1334905354261	0,0000
1334905355262	0,0156
1334905356287	0,0152
1334905357290	0,0311
1334905358303	0,0154
1334905359304	0,0312
1334905360312	0,0155
1334905361313	0,0312
1334905362315	0,0000
1334905363316	0,0156
1334905364319	0,0156
1334905365325	0,0155
1334905366327	0,0156
1334905367329	0,0156
1334905368330	0,0156
1334905369331	0,0312
1334905370332	0,0312
1334905371336	0,0155
1334905372341	0,0155
1334905373343	0,0156
1334905374363	0,0000
1334905375366	0,0156
1334905376367	0,0156
1334905377370	0,0311
1334905378393	0,0152
1334905379398	0,0310
1334905380399	0,0156
1334905381400	0,0156
1334905382401	0,0156
1334905383402	0,0156
1334905384416	0,0308
1334905385417	0,0312
1334905386418	0,0468
1334905387419	0,0156
1334905388420	0,0156
1334905389421	0,0312
1334905390422	0,0312
1334905391424	0,0311
1334905392445	0,0153
1334905393446	0,0312
1334905394447	0,0312
1334905395450	0,0311
1334905396454	0,0155
1334905397456	0,0156
1334905398467	0,0154
1334905399468	0,0312
1334905400469	0,0312
1334905401472	0,0000
1334905402489	0,0153
1334905403500	0,0000
1334905404506	0,0155
1334905405507	0,0312
1334905406508	0,0312
1334905407509	0,0468
1334905408510	0,0156
1334905409515	0,0310
1334905410516	0,0312
1334905411517	0,0312
1334905412519	0,0312
1334905413520	0,0156
1334905414522	0,0156
1334905415526	0,0311
1334905416528	0,0000
1334905417529	0,0156
1334905418542	0,0154
1334905419547	0,0155
1334905420548	0,0312
1334905421572	0,0305
1334905422574	0,0156
1334905423575	0,0312
1334905424580	0,0155
1334905425593	0,0154
1334905426594	0,0156
1334905427595	0,0312
1334905428597	0,0156
1334905429624	0,0456
1334905430626	0,0312
1334905431632	0,0465
1334905432633	0,0312
1334905433646	0,0308
1334905434647	0,0312
1334905435648	0,0312
1334905436649	0,0312
1334905437661	0,0000
1334905438662	0,0468
1334905439679	0,0000
1334905440684	0,0000
1334905441703	0,0306
1334905442704	0,0156
1334905443711	0,0310
1334905444712	0,0312
1334905445713	0,0468
1334905446729	0,0000
1334905447731	0,0000
1334905448732	0,0312
1334905449741	0,0155
1334905450762	0,0000
1334905451765	0,0311
1334905452778	0,0154
1334905453780	0,0467
1334905454781	0,0156
1334905455782	0,0312
1334905456784	0,0311
1334905457785	0,0312
1334905458786	0,0468
1334905459787	0,0156
1334905460788	0,0312
1334905461793	0,0310
1334905462813	0,0306
1334905463814	0,0312
1334905464829	0,0154
1334905465830	0,0312
1334905466831	0,0312
1334905467834	0,0311
1334905468835	0,0156
1334905469840	0,0155
1334905470850	0,0154
1334905471851	0,0312
1334905472852	0,0312
1334905473869	0,0307
1334905474870	0,0468
1334905475872	0,0156
1334905476886	0,0308
1334905477887	0,0156
1334905478890	0,0156
1334905479894	0,0311
1334905480895	0,0156
1334905481896	0,0156
1334905482910	0,0308
1334905483912	0,0311
1334905484926	0,0154
1334905485927	0,0312
1334905486938	0,0154
1334905487954	0,0154
1334905488963	0,0000
1334905489964	0,0156
1334905490978	0,0154
1334905491979	0,0312
1334905492980	0,0312
1334905493981	0,0156
1334905494982	0,0312
1334905495983	0,0312
1334905496984	0,0312
1334905497985	0,0312
1334905498986	0,0312
1334905499988	0,0156
1334905500989	0,0156
1334905502021	0,0151
1334905503022	0,0312
1334905504038	0,0154
1334905505039	0,0156
1334905506071	0,0302
1334905507072	0,0156
1334905508073	0,0312
1334905509091	0,0153
1334905510103	0,0308
1334905511109	0,0310
1334905512110	0,0156
1334905513111	0,0312
1334905514112	0,0312
1334905515113	0,0312
1334905516114	0,0156
1334905517116	0,0312
1334905518118	0,0311
1334905519126	0,1548
1334905520166	0,0450
1334905521167	0,1247
1334905522169	0,0934
1334905523176	0,0929
1334905524177	0,0312
1334905525217	0,0000
1334905526219	0,0311
1334905527226	0,0929
1334905528227	0,0623
1334905529254	0,0911
1334905530256	0,0467
1334905531260	0,0311
1334905532277	0,0307
1334905533301	0,1218
1334905534306	0,1243
1334905535310	0,0933
1334905536336	0,0608
1334905537340	0,0466
1334905538346	0,0775
1334905539353	0,0775
1334905540372	0,1378
